DOI,Title,include
10.1080/09658211.2020.1862234,the messy landscape of eye movements and false memories,no
10.1007/978-3-030-91017-4_15,combatting conspiratorial thinking with controlled argumentation dialogue environments,no
10.1080/01292986.2021.2007274,examining the indonesian government’s social media use for disaster risk communication,no
10.1002/9781119743347.ch6,ideology and disinformation: how false news stories contributed to brexit,no
10.1177/1532673X211041570,reliable sources? correcting misinformation in polarized media environments,yes
10.1080/00221309.2020.1860889,can suggestions of non-occurrence lead to claims that witnessed events did not happen?,no
NA,the science of witness memory: implications for practice and procedure in international arbitration,no
10.1177/1363459320912817,"news media stories about cancer on facebook: how does story framing influence response framing, tone and attributions of responsibility?",no
10.1111/asap.12276,"political homophily, bifurcated social reality, and perceived legitimacy of the 2020 us presidential election results: a four-wave longitudinal study",no
10.1073/pnas.2112266118,the role of non-covid-specific and covid-specific factors in predicting a shift in willingness to vaccinate: a panel study,no
10.1177/01634437211040669,rethinking journalism standards in the era of post-truth politics: from truth keepers to truth mediators,no
10.1371/journal.pone.0263191,a darkening spring: how preexisting distrust shaped covid-19 skepticism,no
10.1016/j.jarmac.2021.03.006,correcting neuromyths: a comparison of different types of refutations,no
10.3390/h10040128,"small revelations, … maybe not even with an apocalyptic tone",no
10.1017/psrm.2022.1,the impact of social desirability bias on conspiracy belief measurement across cultures,no
10.3390/soc11040121,fake news and the “wild wide web”: a study of elementary students’ reliability reasoning,no
NA,the influence of fake news: rebuilding public trust in journalism,no
10.1111/spsr.12465,the role of regulatory agencies in agenda-setting processes: insights from the italian response to the covid-19 infodemic,no
10.1093/oso/9780198863977.003.00014,an epistemic defense of news abstinence,no
10.1145/3456565.3460039,using service-learning in graduate curriculum to address teenagers' vulnerability to web misinformation,no
10.1177/0886260518804836,public stranger violence—what makes you vulnerable?a comparison of perspectives from young adults and industry experts,no
10.1007/978-3-319-32103-5_29,"global media ethics and human rights: roles, responsibilities, and rehumanizing journalism",no
10.5604/01.3001.0015.0613,the power of self-deception: psychological reaction to the covid-19 threat,no
10.1027/1864-1105/a000287,"assessments of user comments with ""alternative views"" as a function of media trust",no
10.1086/712817,the dynamics of retraction in epistemic networks,no
10.1002/acp.3823,correcting the unknown: negated corrections may increase belief in misinformation,yes
NA,covid-19: tele-regulation of broadcast coverage of public health emergencies in nigeria,no
10.1111/ssqu.12989,covid-19 and motivated reasoning: the influence of knowledge on covid-related policy and health behavior,no
10.1093/oso/9780198863977.003.0006,enquiry and normative deviance: the role of fake news in science denialism,yes
10.1371/journal.pone.0255785,what you say and what i hear-investigating differences in the perception of the severity of psychological and physical violence in intimate partner relationships,no
10.1016/j.jenvp.2021.101623,influencing climate change attitudes in the united states: a systematic review and meta-analysis,no
10.1093/oso/9780198863977.003.00015,"fake news, false beliefs, and the fallible art of knowledge maintenance",no
10.1386/jams_00043_1,fear-arousing persuasive communication and behaviour change: covid-19 in kenya,no
10.4324/9780429326769-26,regulating the spread of online misinformation,no
10.1515/commun-2021-0048,why children's news matters: the case of cbbc newsround in the uk,no
10.1111/csp2.415,"presumed killers? vultures, stakeholders, misperceptions, and fake news",no
10.1111/spsr.12467,explaining conspiracy beliefs and scepticism around the covid-19 pandemic,no
10.1093/oso/9780198863977.003.00012,the virtue of epistemic trustworthiness and re-posting on social media,no
NA,visual ethics: a matter of survival,no
10.1353/ff.2021.0016,"""bizarre"" and ""backward"": saviorism and modernity in representations of menstrual beliefs and practices in the popular media",no
NA,combating misinformation in risk: emotional appeal in false beliefs,no
10.3389/fpsyg.2021.716336,false memories in native and foreign languages,no
10.1016/j.techfore.2021.120613,trust management and benefits of vehicular social networking: an approach to verification and safety,no
10.2478/pce-2021-0008,novel technologies and geopolitical strategies: disinformation narratives in the countries of the visegrád group,no
10.4018/978-1-7998-6474-5.ch003,the never ending intellectual theft of truth: how the mainstream media cartel dismembers the facts,no
10.1177/00027162211053987,intervening in anti-immigrant sentiments: the causal effects of factual information on attitudes toward immigration,no
10.1177/02673231211028359,the platform beat: algorithmic watchdogs in the disinformation age,no
10.1016/j.tine.2021.100155,a cross-sectional study of neuromyths among teachers in a caribbean nation,no
10.1177/153967542101200107,communication for coproduction: the informational role of nonprofit organizations,no
10.1007/s11109-021-09701-1,"the (null) effects of happiness on affective polarization, conspiracy endorsement, and deep fake recognition: evidence from five survey experiments in three countries",yes
10.1177/1532673X211022639,"republicans, not democrats, are more likely to endorse anti-vaccine misinformation",yes
NA,donald trump as a critical-thinking teaching assistant,no
10.1016/j.acalib.2021.102363,information literacy education during the pandemic: the cases of academic libraries in chinese top universities,no
10.1007/s11229-019-02471-8,ignorance as a productive response to epistemic perturbations,no
10.1093/oso/9780198863977.003.00011,the dissemination of scientific fake news: on the ranking of retracted articles in google,no
10.1089/elj.2020.0652,combatting foreign election interference: canada's electoral ecosystem approach to disinformation and cyber threats,no
10.22363/2312-9220-2021-26-2-294-301,fight against disinformation in ukraine: challenges and prospects; [борьба с дезинформацией на украине: проблемы и перспективы],no
10.1016/j.biopsycho.2021.108026,reliability of the n2-component in a modified 3-stimulus concealed information test: on the importance of excellent measurement accuracy,no
